Geneid	Length	670-105-B	670-105-F	670-1190-B	670-1190-F	670-34-B	670-34-F	716-23-B	716-23-F	716-4-B	716-4-F	716-6-B	716-6-F
sapp54112	255	0	0	0	0	0	0	0	0	0	0	0	0
sapp54113	363	0	0	0	0	0	0	0	0	0	0	0	0
sapp54919	2025	15	2	18	5	6	3	26	9	23	13	23	14
sapp54922	2295	0	0	0	0	0	0	0	0	0	0	0	0
sapp54921	522	0	0	0	0	0	0	0	0	0	0	0	0
sapp54918	1178	45	9	3	1	10	18	5	1	4	1	6	3
sapp55751	585	0	0	0	0	0	0	0	0	0	1	1	1
sapp45961	396	3	2	3	3	6	3	3	1	3	3	2	2
sapp45974	1182	29	13	21	17	30	13	25	13	18	19	23	16
sapp45974	32	0	0	0	0	1	1	0	1	0	0	0	0
sapp45965	3072	111	67	237	131	164	86	281	172	1	3	293	136
sapp45972	1284	57	96	120	181	95	120	163	223	173	157	174	162
sapp45971	754	212	132	294	277	243	168	305	236	321	231	433	272
sapp45973	465	103	18	182	32	113	41	0	0	0	0	0	0
sapp45954	606	0	0	0	0	0	0	0	0	0	0	0	0
sapp45958	2931	0	0	0	0	0	0	1	0	0	0	1	5
sapp45970	1574	423	495	646	1145	511	739	431	536	462	469	553	380
sapp45968	2156	383	503	361	661	619	1150	649	1064	678	692	545	786
sapp45966	2240	1460	1298	2206	1629	1878	1824	1578	1472	2002	1721	1522	1252
sapp45975	16995	484	352	233	132	374	494	1147	899	940	587	1037	605
sapp45957	6168	0	0	0	0	0	0	0	1	0	0	0	1
sapp45962	2265	0	0	0	0	0	0	0	0	0	0	0	0
sapp45959	3021	0	0	0	0	0	0	0	0	0	0	0	0
sapp45964	1041	0	0	0	1	0	0	0	2	0	0	1	1
sapp45963	726	0	0	0	0	0	0	0	0	0	0	1	0
sapp45956	8937	0	0	0	1	0	0	0	0	0	0	0	0
sapp45953	8256	0	0	0	0	0	2	0	0	0	0	0	3
sapp45955	1179	0	0	0	0	0	0	0	0	0	0	0	0
sapp45960	609	0	0	0	0	0	0	0	0	0	0	0	0
sapp55081	501	0	0	0	0	0	0	0	0	1	5	0	4
sapp49611	615	0	0	0	0	0	0	0	0	0	0	0	0
sapp49612	198	0	0	0	0	0	0	0	0	0	0	0	0
sapp49613	405	0	0	0	0	0	0	0	0	0	0	0	0
sapp54355	1422	0	0	0	0	0	1	0	4	4	1	0	0
sapp54353	1320	244	159	699	613	450	259	14	17	11	8	14	8
sapp54357	149	0	0	0	0	0	0	0	0	0	0	0	0
sapp55663	276	0	0	0	0	0	0	0	0	0	0	0	0
sapp23847	2124	1529	167	2961	208	2051	423	1403	283	1521	128	1590	318
sapp23846	2369	518	884	1553	2069	936	957	1171	1522	1498	1521	2186	1467
sapp23850	321	0	0	0	0	0	0	0	0	0	0	0	0
sapp23849	981	2060	2635	3307	4476	3008	3721	2500	3081	2614	2526	2758	3078
sapp23845	3432	32	10	231	44	107	28	126	49	155	36	150	56
sapp23843	3280	3	0	7	4	0	4	4	2	1	3	2	2
sapp23860	1693	116	42	253	84	212	97	189	79	207	90	187	84
sapp23851	3488	1424	1023	2753	1675	1804	1702	1604	1472	1616	1164	1770	1007
sapp23859	252	18	17	37	15	11	13	19	35	26	56	33	24
sapp23853	2511	16	32	39	33	47	62	27	29	50	12	38	9
sapp23861	2217	1323	2136	1255	3053	1636	2556	1919	3519	3074	3792	2067	3250
sapp23854	1673	11	10	16	8	23	14	19	11	14	10	16	15
sapp23864	1031	21	4	42	19	28	15	40	9	29	14	25	12
sapp23857	1374	3	0	0	2	1	0	73	88	87	109	48	87
sapp23856	663	3	29	2	43	7	37	7	95	46	133	10	88
sapp23858	357	0	0	0	0	0	0	0	0	0	0	0	0
sapp23865	3210	177	89	271	107	232	144	266	92	318	47	255	80
sapp23867	951	165	132	199	167	154	133	115	72	94	73	166	90
sapp23867	470	0	0	0	0	0	0	0	0	0	0	0	0
sapp23867	4102	114	54	180	112	143	101	211	102	165	79	120	100
sapp23873	1278	541	2091	781	3430	637	1700	693	1625	1010	1798	850	2453
sapp23872	705	1	1	0	0	0	0	0	1	1	0	0	0
sapp23876	2418	4	10	3	13	1	5	1	2	2	1	0	6
sapp23869	537	0	0	0	0	0	0	0	0	0	0	0	0
sapp23878	1616	87	70	158	113	122	75	76	47	85	66	81	58
sapp23870	3484	430	98	776	285	577	223	461	246	490	195	409	134
sapp23879	877	807	1369	1191	2586	984	1882	816	1666	960	2037	979	1515
sapp23875	891	190	73	214	78	159	115	144	111	152	104	156	61
sapp23890	1972	55	34	76	64	66	48	58	55	64	38	73	46
sapp23891	2253	181	207	284	385	186	274	179	359	191	245	275	278
sapp23881	1854	59	76	210	156	167	132	181	217	237	166	157	121
sapp23886	2630	183	104	254	185	202	165	129	54	154	46	134	51
sapp23889	1804	106	3	209	8	142	7	144	12	101	2	78	5
sapp23880	1342	337	326	507	591	414	459	345	375	369	421	336	400
sapp23882	2444	1039	1156	1375	1990	1385	1221	1245	1192	1324	1207	1484	1294
sapp23892	982	72	15	151	36	70	41	47	17	29	9	10	3
sapp23893	1011	0	0	0	0	0	0	0	0	0	0	0	0
sapp23899	1718	14	8	7	13	10	11	23	22	17	23	16	14
sapp23903	1778	195	95	193	127	165	84	177	117	163	95	213	136
sapp23901	1706	570	374	749	501	670	528	673	516	686	539	656	492
sapp23906	1284	8	6	13	3	8	7	5	3	3	1	9	7
sapp23894	2886	161	820	97	1109	252	1034	241	1315	548	1817	293	1378
sapp23907	1268	128	77	212	100	128	98	145	97	127	85	150	90
sapp23904	720	0	0	0	0	0	0	0	0	0	0	0	0
sapp23904	1407	0	0	0	0	0	0	0	0	0	0	0	0
sapp23904	1175	43	50	37	56	35	52	22	34	28	28	26	55
sapp23904	2850	112	85	114	102	82	105	74	90	88	87	103	89
sapp23904	790	320	293	360	340	322	342	285	354	341	365	396	453
sapp23900	1137	1121	649	1718	1245	1345	970	1107	918	1192	1088	1561	878
sapp23897	372	0	0	0	0	0	0	0	0	0	0	0	0
sapp23912	1698	97	18	182	30	169	60	77	26	86	27	116	29
sapp23913	2865	499	319	687	535	629	470	569	466	606	433	554	347
sapp23910	216	1	0	0	0	0	0	0	0	2	0	1	0
sapp23908	2665	621	346	799	597	694	425	558	398	593	338	674	357
sapp23914	778	7	32	11	66	15	74	20	98	7	123	2	31
sapp23911	2742	841	187	1683	286	1178	388	1319	345	1472	273	1071	344
sapp23915	1435	861	883	1314	1132	1110	1234	1124	1209	1357	1558	1140	1395
sapp23916	663	342	441	425	631	398	504	461	809	507	659	479	609
sapp23924	612	54	33	84	62	81	62	55	36	62	38	46	44
sapp23924	499	0	0	0	0	0	0	0	0	0	0	0	0
sapp23924	1395	18	6	21	6	19	9	13	10	21	6	17	9
sapp23919	1951	140	55	241	110	154	85	135	88	137	72	151	57
sapp23922	684	0	0	0	0	0	0	0	0	0	0	0	0
sapp23922	3283	361	122	481	224	325	185	361	193	451	218	476	218
sapp23922	348	18	3	18	7	20	8	20	8	21	8	17	7
sapp23922	210	0	0	0	0	0	0	0	0	0	0	0	0
sapp23922	2374	16	6	16	7	17	10	15	4	9	4	21	10
sapp23931	450	3	0	5	1	5	1	4	4	4	2	5	1
sapp23928	3207	136	46	313	158	193	254	98	52	151	47	89	46
sapp23930	2701	54	44	89	85	73	63	72	83	78	64	96	60
sapp23925	753	2	1	1	1	1	0	2	0	3	0	1	1
sapp23934	2847	548	815	922	1240	776	1040	601	1114	839	1215	722	904
sapp23917	1548	42	1	64	8	55	13	23	12	33	2	37	3
sapp23927	909	341	402	402	603	344	384	315	702	400	412	485	533
sapp23935	1140	21	3	16	4	14	5	13	0	13	2	25	5
sapp23938	1448	833	945	1015	1622	992	1356	909	1106	982	1232	898	1061
sapp23941	1073	304	116	588	321	418	146	325	176	329	186	400	174
sapp23936	2516	418	318	745	493	595	378	527	374	604	366	609	373
sapp23940	192	1	0	0	0	1	0	0	0	0	0	0	0
sapp23944	1036	53	14	180	35	188	14	188	21	232	36	164	40
sapp23947	3882	581	595	977	1006	869	813	638	705	640	627	714	569
sapp23945	1466	627	877	1129	1005	821	752	604	610	689	646	703	695
sapp23945	597	0	0	0	0	0	0	0	0	0	0	0	0
sapp23945	698	0	0	1	0	0	0	0	0	0	0	0	1
sapp23949	373	0	0	0	0	0	0	0	0	0	0	0	0
sapp23949	571	11	3	4	2	13	1	12	7	10	5	5	2
sapp23949	1680	229	90	316	150	293	126	223	178	229	108	282	138
sapp23949	424	0	0	0	0	0	0	0	0	0	0	0	0
sapp23949	64	1	2	2	1	2	0	3	1	0	1	1	1
sapp23949	51	0	0	0	0	0	0	0	0	0	0	0	0
sapp23949	463	0	0	0	0	0	0	0	0	0	0	0	0
sapp23949	70	0	0	0	0	0	0	0	0	0	0	0	0
sapp23949	1070	13	3	20	6	16	4	7	1	9	1	8	2
sapp23949	1437	32	12	53	22	29	14	29	14	45	14	36	18
sapp23949	481	0	0	0	0	0	0	0	0	0	0	0	0
sapp23949	67	0	0	0	0	0	0	0	0	0	0	0	0
sapp23953	1337	114	2	206	10	139	14	118	16	102	33	177	17
sapp23952	1557	1	0	0	1	0	0	1	0	0	0	2	1
sapp23943	3381	82	9	154	21	108	20	88	14	109	14	72	9
sapp23955	423	1	0	0	0	0	0	1	0	0	0	0	0
sapp23954	1308	1	3	26	5	11	3	13	3	18	5	8	3
sapp23957	1228	6	7	5	28	11	50	8	3	12	7	11	9
sapp23962	1608	2	4	1	0	1	4	3	4	0	1	1	0
sapp23958	2337	56	16	103	36	92	33	56	41	80	33	70	23
sapp23956	1542	0	0	3	0	0	0	0	0	0	0	0	0
sapp23973	1456	114	65	187	141	154	95	128	90	117	51	131	53
sapp23966	2002	12	7	27	13	46	53	4	3	2	7	2	1
sapp23971	204	0	0	0	0	0	0	0	0	0	0	0	0
sapp23965	462	1	5	2	3	5	8	0	0	0	0	0	0
sapp23969	375	35	35	92	89	54	53	72	82	80	69	40	69
sapp23978	1087	4	8	5	12	15	17	9	8	11	10	9	8
sapp23978	1451	203	202	278	324	236	252	200	258	220	215	190	205
sapp23978	925	0	0	0	0	0	0	0	0	0	0	0	0
sapp23963	1127	406	169	699	345	616	325	488	343	492	278	610	339
sapp23970	2841	38	40	181	81	119	87	97	128	105	104	98	97
sapp23977	552	0	0	0	0	0	0	0	0	0	0	0	0
sapp23975	777	40	8	115	26	105	56	50	117	63	81	56	17
sapp23972	1398	2	2	5	3	1	2	6	2	2	2	3	1
sapp23976	507	0	0	0	0	0	0	0	0	0	0	1	0
sapp23981	1881	404	647	578	984	563	1028	532	903	684	890	466	595
sapp23986	1104	7	4	3	11	20	12	9	14	14	7	9	17
sapp23989	1046	214	316	303	492	287	353	349	606	425	579	375	395
sapp23985	4222	105	28	304	37	151	62	177	203	238	49	201	40
sapp23980	738	0	0	0	0	0	0	0	0	0	0	0	0
sapp23983	939	80	41	120	212	85	122	231	566	272	294	104	176
sapp23988	312	14	3	15	8	28	13	31	24	30	5	27	17
sapp23992	546	3	2	2	6	7	8	2	13	5	2	8	4
sapp23994	1088	6	110	7	135	11	132	27	322	106	289	33	269
sapp24005	642	0	0	0	0	0	0	0	0	0	0	0	0
sapp24001	960	0	0	0	0	0	0	0	0	0	0	0	0
sapp24003	1329	84	59	82	62	101	71	100	52	104	49	93	72
sapp24003	305	1	3	6	2	4	4	5	6	3	2	4	2
sapp24003	212	0	0	0	0	0	0	0	0	0	0	0	0
sapp23998	435	0	0	0	0	0	0	0	0	0	0	0	0
sapp23996	1309	9	9	20	22	12	16	19	18	13	11	24	15
sapp23996	1507	4	9	5	7	11	9	9	7	9	12	5	9
sapp23996	1117	0	0	0	0	0	0	0	0	0	0	0	0
sapp23996	1152	0	0	0	0	0	0	0	0	0	0	0	0
sapp23993	2944	171	1659	110	2403	291	2057	263	3533	1142	3559	349	2967
sapp24006	651	0	0	2	2	0	0	6	0	3	1	2	4
sapp24004	1017	11	0	17	0	10	2	2	0	5	1	4	1
sapp23995	378	177	19	213	16	108	24	192	48	258	34	208	46
sapp55609	1419	0	0	24	0	9	2	4	3	8	1	5	0
sapp55610	1688	2	1	0	0	1	0	0	0	0	0	9	7
sapp47303	1646	501	265	619	462	412	124	754	789	800	613	1204	717
sapp47305	363	0	0	0	0	0	0	0	0	0	0	0	0
sapp47310	579	0	0	0	0	0	0	0	0	0	0	2	0
sapp47309	138	0	0	0	0	0	0	0	0	0	0	0	0
sapp47309	1377	0	0	0	0	0	0	0	0	0	0	0	0
sapp47309	481	0	0	0	0	0	0	0	0	0	0	0	0
sapp47309	2070	13	0	62	0	12	1	9	1	4	2	12	1
sapp47309	413	0	0	0	0	0	0	0	0	0	0	0	0
sapp47309	1338	6	0	21	0	3	0	2	0	1	0	4	0
sapp47309	1168	1	0	24	0	4	1	5	0	2	0	2	0
sapp47307	669	0	0	0	0	0	0	0	0	0	0	0	0
sapp47308	345	0	0	0	0	0	0	0	0	0	0	0	0
sapp09891	1245	13	7	15	5	21	9	97	10	10	18	242	21
sapp09896	1853	1283	8	2672	16	1814	218	2871	538	2325	73	6221	509
sapp09897	1137	0	0	0	0	0	0	0	0	0	0	0	0
sapp09899	492	2	0	1	0	1	0	1	0	3	0	6	1
sapp09892	387	0	0	0	0	0	0	17	2	1	0	1	0
sapp09890	1446	0	1	1	1	4	0	50	0	6	7	51	5
sapp09894	390	22	0	83	5	33	11	121	17	35	4	43	10
sapp09898	327	1	0	0	0	0	0	0	0	0	0	0	0
sapp09910	7025	1474	1109	2420	1684	1892	1327	1674	1207	1842	1085	1674	1105
sapp09900	1341	1903	36	3485	529	2268	256	5812	1031	4686	258	7494	987
sapp09901	3183	424	162	704	255	551	269	567	313	650	248	610	255
sapp09912	2020	258	96	485	171	400	145	220	74	292	62	259	102
sapp09903	1397	60	53	54	93	45	54	119	249	94	173	64	103
sapp09914	1194	96	36	302	81	187	105	170	58	156	53	106	26
sapp09905	908	220	135	222	209	186	164	105	56	124	106	118	74
sapp09902	900	9	23	26	0	25	8	31	5	56	2	15	18
sapp09904	840	55	19	75	16	61	18	78	42	91	45	84	41
sapp09908	525	0	0	0	0	0	0	0	0	0	0	0	0
sapp09919	897	3	0	6	5	8	2	1	4	17	2	7	0
sapp09923	943	1058	285	2246	520	1758	550	1477	678	1541	408	1504	509
sapp09915	3003	369	183	923	356	520	156	371	463	536	851	565	471
sapp09917	1655	452	586	720	863	617	570	504	702	672	594	641	544
sapp09920	1632	189	125	99	313	145	283	95	156	96	236	289	145
sapp09921	1265	506	309	727	616	650	474	377	359	536	610	650	312
sapp09926	720	266	1646	222	3215	270	1492	436	1382	378	2002	410	2409
sapp09935	477	0	0	0	0	0	0	0	0	0	1	0	0
sapp09930	348	160	191	109	293	192	259	175	252	190	293	153	351
sapp09927	465	0	0	0	0	0	0	0	0	0	0	0	0
sapp09929	6257	1230	2477	1442	3189	1603	3447	1148	4017	1459	3357	1835	2369
sapp09933	558	1	1	9	2	4	4	7	0	3	0	7	0
sapp09928	1639	0	0	1	0	0	0	0	0	0	1	0	0
sapp09937	1581	10	1	8	3	6	3	15	0	6	3	8	1
sapp09944	1010	225	230	285	319	262	284	245	317	289	292	254	321
sapp09944	342	0	0	0	0	0	0	0	0	0	0	0	0
sapp09944	1391	11	26	16	34	10	27	13	30	23	33	32	38
sapp09948	1930	1360	1350	1783	2322	1673	1716	1410	1641	1501	1766	1905	1831
sapp09957	2740	1028	639	1481	1423	1185	907	948	573	995	558	1155	730
sapp09952	1500	0	0	0	0	0	0	0	0	0	0	0	0
sapp09938	5480	1435	1585	2229	2444	2075	2010	2579	2478	2477	2197	2368	2305
sapp09941	579	1	4	4	5	7	3	10	10	7	11	18	5
sapp09940	1261	129	3	226	8	193	12	190	13	136	7	118	10
sapp09955	495	0	1	0	0	0	1	2	0	0	1	1	1
sapp09961	1638	231	1732	298	4559	250	2421	426	2930	647	4293	351	2362
sapp09951	2283	206	106	256	184	243	137	154	105	194	108	180	108
sapp09943	1808	146	102	270	185	204	130	147	193	181	156	175	123
sapp09959	204	9	0	9	4	13	2	10	5	21	3	12	2
sapp09956	273	22	130	3	2	14	61	3	3	2	2	5	7
sapp09960	417	0	0	0	1	0	0	2	0	0	0	1	0
sapp09962	1335	381	1972	577	3303	467	1857	475	1277	679	2098	413	1165
sapp09970	2205	1	0	3	0	0	0	0	3	0	0	1	0
sapp09970	774	1	0	5	1	2	0	0	0	0	0	0	0
sapp09970	1734	0	0	0	0	0	0	0	0	0	0	0	0
sapp09968	369	0	1	0	3	0	3	0	0	1	0	0	1
sapp09969	342	1	0	5	0	1	1	0	0	0	0	3	0
sapp09971	3046	4	7	2	1	6	3	5	4	6	5	7	4
sapp09964	2007	50	23	100	20	80	27	34	25	46	21	34	7
sapp09966	336	0	0	0	0	0	0	0	0	0	0	0	0
sapp09966	2411	175	79	282	136	205	112	181	108	176	80	174	76
sapp09979	2095	234	3	379	18	258	27	137	22	212	24	214	20
sapp09981	1024	50	8	109	18	125	15	82	21	124	17	37	20
sapp09975	1167	0	4	4	3	6	1	6	6	3	5	5	3
sapp09973	1074	0	0	0	0	0	0	0	0	0	0	0	0
sapp09974	882	0	0	0	0	0	0	0	0	0	0	0	0
sapp09983	1384	2	4	8	36	3	24	2	19	3	21	1	20
sapp09976	2164	418	155	577	300	435	293	528	269	369	381	535	172
sapp09978	1014	31	8	78	9	40	15	77	31	80	22	50	31
sapp09972	465	0	0	0	0	0	0	0	0	0	0	0	0
sapp09982	1596	0	0	3	0	3	0	3	0	0	0	0	0
sapp09984	303	6	3	10	0	8	4	6	0	1	1	4	1
sapp09989	3451	981	460	1588	805	1237	820	1023	738	1150	667	1180	603
sapp09994	2319	11	9	9	11	7	7	12	7	9	12	17	11
sapp09988	2584	381	157	681	302	503	312	377	272	513	627	512	257
sapp09996	2037	133	112	197	172	148	152	141	167	164	170	174	177
sapp09998	339	89	171	66	510	34	122	42	126	41	652	123	154
sapp09986	1501	65	83	172	194	105	125	106	130	142	156	133	115
sapp09995	3827	499	482	711	683	607	585	575	582	552	635	639	512
sapp09990	627	4	1	1	0	1	0	1	1	0	0	6	0
sapp09992	3208	10	5	8	1	5	2	3	2	22	10	0	0
sapp09987	183	1023	5465	380	2591	1296	3773	1669	4949	2336	5389	1840	6527
sapp10002	393	0	0	0	0	0	0	0	0	0	0	0	0
sapp10005	598	134	76	394	198	244	126	147	95	91	78	172	91
sapp10005	109	0	0	0	0	0	0	0	0	0	0	0	0
sapp10005	2656	213	21	461	107	283	71	237	46	276	21	346	16
sapp10005	1047	21	15	55	42	35	23	55	43	41	45	49	28
sapp10005	99	0	0	0	0	0	0	0	0	0	0	0	0
sapp09999	2700	449	254	610	410	475	415	503	442	449	355	546	346
sapp10001	444	1	0	0	0	0	0	0	0	0	0	0	0
sapp10007	1514	386	345	583	490	392	554	707	592	778	506	811	478
sapp10004	510	12	0	54	0	28	0	26	3	3	0	10	0
sapp10010	2150	16786	68563	9066	123430	28583	94918	34173	136415	58964	146686	25775	125250
sapp10003	942	1	0	0	0	0	0	0	0	2	0	1	0
sapp10008	624	1742	931	3281	1156	2171	1310	2001	917	1819	1195	2021	1019
sapp10000	2286	2	5	0	2	9	2	5	0	1	1	0	1
sapp10011	684	3	0	3	0	2	1	0	4	9	3	7	1
sapp10017	564	145	2	197	6	92	14	107	13	95	10	126	9
sapp10013	843	6	11	16	10	18	10	18	8	7	6	9	7
sapp10023	834	457	0	585	0	239	5	242	25	297	0	257	0
sapp10025	638	40	20	61	17	52	15	52	22	44	14	48	18
sapp10014	642	64	6	41	13	42	22	31	8	30	23	24	18
sapp10019	726	11	11	10	8	6	10	10	10	13	13	11	14
sapp10018	1626	263	135	296	237	298	185	379	223	373	182	396	245
sapp10022	754	880	0	1130	0	664	0	1074	462	898	0	672	0
sapp10012	1344	0	0	0	0	0	0	0	0	0	0	0	0
sapp10024	621	0	0	0	0	0	0	3	0	1	0	0	0
sapp10015	127	0	0	0	0	0	0	0	0	0	0	0	0
sapp10015	1133	61	33	71	55	40	27	54	51	69	57	72	59
sapp10015	982	62	37	69	67	58	52	73	65	63	32	82	76
sapp10028	4937	407	325	634	575	537	410	419	373	605	357	651	426
sapp10026	2289	49	12	105	13	58	36	95	52	110	28	172	67
sapp10030	1591	335	391	529	585	491	438	514	469	462	448	600	441
sapp10031	2526	187	184	310	313	280	250	232	206	260	221	276	265
sapp10031	1062	136	51	143	86	121	86	152	118	187	67	127	87
sapp10035	555	150	763	70	828	147	666	135	1057	342	1383	249	1327
sapp10032	1011	2	2	13	2	12	3	6	2	5	2	4	9
sapp10029	1997	41	8	88	8	64	20	44	7	58	10	64	15
sapp10050	312	0	1	2	0	0	0	2	1	3	0	1	1
sapp10048	4421	1349	1153	1888	1904	1829	1439	1682	1410	1581	1056	1566	1369
sapp10044	2137	187	71	191	48	167	99	278	180	271	98	349	117
sapp10037	1367	192	133	319	237	252	233	265	201	232	157	228	152
sapp10034	2441	139	488	106	604	190	484	124	694	192	535	93	476
sapp10034	75	1	3	0	1	0	1	2	0	0	3	1	2
sapp10043	879	0	0	0	0	0	0	0	0	0	0	2	0
sapp10042	963	2	1	1	0	6	0	14	1	14	1	11	2
sapp10041	796	1045	839	1354	2001	1083	706	1023	738	1109	1128	1493	1436
sapp10046	2122	473	844	811	1302	611	936	536	814	662	1006	624	881
sapp10045	1536	313	1040	344	1174	428	1184	517	1781	730	1556	456	1425
sapp10040	204	1	0	3	0	0	2	0	0	2	0	0	0
sapp10038	252	0	0	0	0	0	0	0	0	0	0	0	0
sapp10061	702	0	0	1	1	0	1	1	1	1	1	0	0
sapp10051	2047	92	103	146	196	129	116	117	137	120	100	109	124
sapp10052	336	53	70	108	154	102	117	88	109	95	90	103	116
sapp10054	417	1	0	3	0	0	0	0	0	0	0	0	0
sapp10057	207	3	0	0	0	0	0	0	0	0	0	0	0
sapp10053	272	1	0	2	0	1	0	0	0	0	0	0	0
sapp10053	1174	2	0	61	14	51	20	11	6	1	1	9	2
sapp10053	111	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	146	1	0	4	0	3	1	1	0	0	0	0	0
sapp10053	209	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	715	3	1	0	0	2	1	1	0	0	1	0	0
sapp10053	425	4	0	3	2	2	1	4	0	0	0	1	1
sapp10053	622	22	8	14	10	16	10	17	3	0	0	13	1
sapp10053	204	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	570	8	3	3	5	7	3	11	4	2	0	8	4
sapp10053	271	0	0	2	1	1	1	5	2	0	0	7	1
sapp10053	444	55	9	44	11	33	9	9	12	0	0	12	3
sapp10053	348	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	600	40	12	51	16	50	21	41	12	0	0	16	7
sapp10053	140	2	0	2	0	2	1	1	0	0	0	0	0
sapp10053	80	6	1	17	2	10	2	14	4	0	0	7	1
sapp10053	138	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	1059	56	21	78	33	93	35	88	25	1	0	45	8
sapp10053	183	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	477	0	0	0	0	0	0	0	0	0	0	0	0
sapp10053	432	14	3	18	7	13	8	10	2	1	1	2	1
sapp10056	321	0	0	0	0	0	0	0	0	0	0	0	0
sapp10064	1086	16	14	24	6	24	8	36	16	12	9	12	2
sapp10068	366	30	12	59	9	34	11	54	5	62	2	32	8
sapp10063	1907	13	1	9	9	9	8	14	32	10	22	26	22
sapp10066	1976	252	315	353	487	368	443	299	404	393	388	348	396
sapp10062	569	15	25	18	54	27	38	19	24	18	29	7	13
sapp10067	513	9	7	9	15	4	7	13	9	7	9	3	2
sapp10065	366	0	0	0	0	0	0	0	0	0	0	0	0
sapp10069	1429	13	0	18	28	29	6	41	13	73	16	289	33
sapp10071	1348	0	0	2	0	0	0	0	0	0	0	0	0
sapp10074	1839	164	7	561	31	347	38	90	5	291	21	419	24
sapp10075	924	69	39	93	63	69	84	58	48	62	49	39	31
sapp10075	1661	0	2	2	1	3	5	10	6	2	3	1	0
sapp10075	4701	236	238	359	355	304	374	282	301	323	269	304	247
sapp10075	992	0	0	0	0	0	0	0	0	0	0	0	0
sapp10075	3150	52	35	56	67	50	57	36	43	42	57	60	41
sapp10075	252	0	0	0	0	0	0	0	0	0	0	0	0
sapp10073	1281	0	0	0	0	0	0	0	0	0	0	0	0
sapp10073	3863	1	1	0	0	0	0	29	26	19	16	25	8
sapp10072	1389	7	0	6	3	3	5	7	3	10	0	4	0
sapp10079	1633	0	0	0	0	0	0	0	0	0	0	0	0
sapp10079	850	50	62	59	105	74	82	67	77	77	62	80	58
sapp10079	1040	0	0	0	0	0	0	0	0	0	0	0	0
sapp10079	135	20	12	27	19	33	24	15	8	16	5	22	7
sapp10079	2159	43	34	71	73	63	51	58	60	55	53	59	50
sapp10079	2010	30	59	51	60	61	83	77	79	61	66	62	67
sapp10079	111	0	0	0	0	0	0	0	0	0	0	0	0
sapp10086	459	0	0	0	2	0	1	0	0	3	0	2	2
sapp10087	822	16	14	34	10	24	13	26	4	22	8	23	11
sapp10087	402	0	0	0	0	0	0	0	0	0	0	0	0
sapp10087	63	0	0	0	0	0	0	0	0	0	0	0	0
sapp10087	588	0	0	0	0	0	0	0	0	0	0	0	0
sapp10087	99	0	0	0	0	0	0	0	0	0	0	0	0
sapp10082	1055	7589	1292	2772	18	8390	4469	4857	189	4501	240	6698	1675
sapp10088	696	0	0	0	1	1	1	1	0	2	0	1	1
sapp10083	1164	97	9	23	2	92	77	92	6	27	7	28	25
sapp10085	552	5	0	5	0	12	3	0	0	7	0	10	0
sapp10084	195	2	0	2	0	3	0	0	0	0	0	1	0
sapp10097	1353	578	1152	730	1391	690	1509	482	859	516	1555	508	923
sapp10096	1359	3	0	1	3	0	1	0	4	2	5	3	2
sapp10095	1605	4673	156	3894	148	3635	834	2808	287	2927	338	4454	904
sapp10089	3007	597	259	654	381	622	401	671	400	736	949	707	335
sapp10091	285	0	0	0	0	0	0	0	0	0	0	0	0
sapp10105	470	1108	237	1254	396	1025	486	414	208	579	233	903	276
sapp10105	117	0	0	0	0	0	0	0	0	0	0	0	0
sapp10105	485	130	31	182	58	157	55	68	44	84	38	91	45
sapp10106	1020	892	188	1463	439	1278	478	828	557	891	347	987	365
sapp10099	4844	145	33	199	66	145	119	233	109	159	101	221	105
sapp10101	231	282	93	1048	179	497	103	443	89	563	148	630	110
sapp10103	2003	1	0	1	1	6	0	0	1	0	1	4	0
sapp10108	1392	1	5	0	2	1	3	0	1	0	3	0	0
sapp10104	147	0	0	0	0	0	0	0	0	0	0	0	0
sapp10104	405	5	5	1	3	2	7	3	10	4	9	4	4
sapp10104	975	16	20	16	20	20	33	21	20	21	36	25	25
sapp10098	65	0	0	1	0	0	0	0	0	1	0	0	0
sapp10098	655	9	3	19	7	11	9	39	8	24	8	39	6
sapp10098	95	14	5	11	8	7	1	7	9	9	5	16	2
sapp10098	96	0	0	0	0	0	0	0	0	0	0	0	0
sapp10098	144	0	0	0	0	0	0	0	0	0	0	0	0
sapp10098	45	0	0	0	0	0	0	0	0	0	0	0	0
sapp10098	576	20	11	24	25	25	15	42	18	17	25	40	21
sapp10098	56	0	0	0	0	0	0	0	0	0	0	0	0
sapp10098	348	19	6	24	11	17	9	15	9	20	11	16	12
sapp10098	21	5	3	7	3	8	4	21	10	19	9	17	12
sapp10098	78	0	0	0	0	0	0	0	0	0	0	0	0
sapp10098	312	0	3	2	0	3	4	3	2	24	3	28	6
sapp10100	240	6	1	3	1	4	1	2	1	4	2	6	1
sapp10112	807	0	0	2	0	0	0	0	0	0	0	1	0
sapp10113	1632	1	0	2	0	0	0	1	0	0	0	2	0
sapp10111	2000	41	0	9	3	9	7	44	8	38	0	83	9
